level_0,index,year,month,day,rain,tmax,tmin,srad,Tmean,district
1797,1797,2021,12,4,0.0,25.4,9.7,25.5,17.549999999999997,Debre Elias
1798,1798,2021,12,5,0.0,25.6,9.3,25.9,17.450000000000003,Debre Elias
1799,1799,2021,12,6,0.0,25.0,8.4,26.1,16.7,Debre Elias
1800,1800,2021,12,7,0.0,25.6,9.6,25.7,17.6,Debre Elias
1801,1801,2021,12,8,0.0,24.9,8.9,25.7,16.9,Debre Elias
1802,1802,2021,12,9,0.0,24.6,7.9,26.1,16.25,Debre Elias
1803,1803,2021,12,10,0.0,24.8,7.1,26.7,15.95,Debre Elias
1804,1804,2021,12,11,0.0,24.6,7.7,26.2,16.150000000000002,Debre Elias
1805,1805,2021,12,12,0.0,25.1,8.1,26.3,16.6,Debre Elias
1806,1806,2021,12,13,0.0,25.5,7.9,26.6,16.7,Debre Elias
1807,1807,2021,12,14,0.0,25.3,7.0,26.8,16.15,Debre Elias
1808,1808,2021,12,15,0.0,24.5,5.0,27.3,14.75,Debre Elias
1809,1809,2021,12,16,0.0,24.5,4.8,27.3,14.65,Debre Elias
1810,1810,2021,12,17,0.0,23.9,4.4,27.3,14.149999999999999,Debre Elias
1811,1811,2021,12,18,0.0,23.8,6.3,26.5,15.05,Debre Elias
1812,1812,2021,12,19,0.0,24.0,8.3,25.4,16.15,Debre Elias
1813,1813,2021,12,20,0.0,25.0,10.3,24.5,17.65,Debre Elias
1814,1814,2021,12,21,0.0,24.3,10.5,23.5,17.4,Debre Elias
1815,1815,2021,12,22,0.0,24.6,10.1,24.4,17.35,Debre Elias
1816,1816,2021,12,23,0.0,24.6,7.5,26.4,16.05,Debre Elias
1817,1817,2021,12,24,0.0,24.6,4.9,27.3,14.75,Debre Elias
1818,1818,2021,12,25,0.0,24.3,4.8,27.3,14.55,Debre Elias
1819,1819,2021,12,26,0.0,24.5,5.9,27.0,15.2,Debre Elias
1820,1820,2021,12,27,0.0,25.1,8.0,26.4,16.55,Debre Elias
1821,1821,2021,12,28,0.0,23.0,7.6,25.2,15.3,Debre Elias
1822,1822,2021,12,29,0.0,24.6,9.2,25.2,16.9,Debre Elias
1823,1823,2021,12,30,0.0,25.3,10.3,24.8,17.8,Debre Elias
1824,1824,2021,12,31,0.0,25.6,11.0,24.5,18.3,Debre Elias
1825,1825,2022,1,1,0.0,24.5,9.7,24.7,17.1,Debre Elias
1826,1826,2022,1,2,0.0,26.4,10.5,25.7,18.45,Debre Elias
1827,1827,2022,1,3,0.0,26.4,10.1,25.9,18.25,Debre Elias
1828,1828,2022,1,4,0.0,26.7,9.4,26.6,18.05,Debre Elias
1829,1829,2022,1,5,0.0,25.8,7.7,26.9,16.75,Debre Elias
1830,1830,2022,1,6,0.0,25.1,8.0,26.5,16.55,Debre Elias
1831,1831,2022,1,7,0.0,26.4,8.3,27.0,17.35,Debre Elias
1832,1832,2022,1,8,0.0,26.1,7.2,27.3,16.650000000000002,Debre Elias
1833,1833,2022,1,9,0.0,26.4,7.5,27.4,16.95,Debre Elias
1834,1834,2022,1,10,0.0,26.4,8.2,27.1,17.299999999999997,Debre Elias
1835,1835,2022,1,11,0.0,26.7,7.3,27.5,17.0,Debre Elias
1836,1836,2022,1,12,0.0,26.9,7.2,27.7,17.05,Debre Elias
1837,1837,2022,1,13,0.0,26.5,9.2,26.8,17.85,Debre Elias
1838,1838,2022,1,14,0.0,25.9,8.6,26.8,17.25,Debre Elias
1839,1839,2022,1,15,0.0,25.5,8.0,26.9,16.75,Debre Elias
1840,1840,2022,1,16,0.0,26.8,10.2,26.4,18.5,Debre Elias
1841,1841,2022,1,17,0.0,27.6,11.5,26.1,19.55,Debre Elias
1842,1842,2022,1,18,0.0,26.9,10.4,26.4,18.65,Debre Elias
1843,1843,2022,1,19,0.0,26.7,10.9,26.0,18.8,Debre Elias
1844,1844,2022,1,20,0.0,28.1,11.9,26.2,20.0,Debre Elias
1845,1845,2022,1,21,0.0,28.6,12.2,26.4,20.4,Debre Elias
1846,1846,2022,1,22,0.0,29.0,11.3,27.2,20.15,Debre Elias
1847,1847,2022,1,23,0.0,28.1,8.2,28.0,18.15,Debre Elias
1848,1848,2022,1,24,0.0,27.9,8.1,28.0,18.0,Debre Elias
1849,1849,2022,1,25,0.0,27.9,6.4,28.4,17.15,Debre Elias
1850,1850,2022,1,26,0.0,27.9,7.1,28.3,17.5,Debre Elias
1851,1851,2022,1,27,0.0,26.7,6.0,28.4,16.35,Debre Elias
1852,1852,2022,1,28,0.0,26.8,6.5,28.3,16.65,Debre Elias
1853,1853,2022,1,29,0.0,27.2,7.3,28.2,17.25,Debre Elias
1854,1854,2022,1,30,0.0,26.9,6.6,28.4,16.75,Debre Elias
1855,1855,2022,1,31,0.0,27.9,9.6,27.7,18.75,Debre Elias
1856,1856,2022,2,1,6.0,25.5,12.5,23.1,19.0,Debre Elias
1857,1857,2022,2,2,0.0,22.6,11.2,20.6,16.9,Debre Elias
1858,1858,2022,2,3,3.3,23.8,10.8,23.1,17.3,Debre Elias
1859,1859,2022,2,4,0.0,25.5,11.5,24.5,18.5,Debre Elias
1860,1860,2022,2,5,0.0,26.6,11.3,25.9,18.950000000000003,Debre Elias
1861,1861,2022,2,6,0.0,27.3,12.8,25.1,20.05,Debre Elias
1862,1862,2022,2,7,0.0,25.6,12.2,23.8,18.9,Debre Elias
1863,1863,2022,2,8,1.8,25.4,11.8,24.0,18.6,Debre Elias
1864,1864,2022,2,9,0.0,23.2,11.0,22.0,17.1,Debre Elias
1865,1865,2022,2,10,0.0,24.9,11.0,24.5,17.95,Debre Elias
1866,1866,2022,2,11,0.0,26.0,11.0,25.7,18.5,Debre Elias
1867,1867,2022,2,12,0.0,26.0,10.2,26.6,18.1,Debre Elias
1868,1868,2022,2,13,0.0,26.6,10.2,27.1,18.4,Debre Elias
1869,1869,2022,2,14,0.0,26.6,9.9,27.2,18.25,Debre Elias
1870,1870,2022,2,15,0.0,26.7,9.5,27.6,18.1,Debre Elias
1871,1871,2022,2,16,0.0,27.6,10.8,27.4,19.200000000000003,Debre Elias
1872,1872,2022,2,17,0.0,27.3,10.5,27.4,18.9,Debre Elias
1873,1873,2022,2,18,0.0,27.8,12.0,26.6,19.9,Debre Elias
1874,1874,2022,2,19,0.0,27.3,10.9,27.1,19.1,Debre Elias
1875,1875,2022,2,20,0.0,27.1,10.2,27.5,18.65,Debre Elias
1876,1876,2022,2,21,0.0,27.8,10.4,27.9,19.1,Debre Elias
1877,1877,2022,2,22,0.0,27.5,9.9,28.0,18.7,Debre Elias
1878,1878,2022,2,23,0.0,28.1,12.6,26.4,20.35,Debre Elias
1879,1879,2022,2,24,0.0,29.0,12.7,27.1,20.85,Debre Elias
1880,1880,2022,2,25,0.0,28.4,12.6,26.8,20.5,Debre Elias
1881,1881,2022,2,26,0.0,27.7,12.8,25.8,20.25,Debre Elias
1882,1882,2022,2,27,0.0,28.1,13.6,25.5,20.85,Debre Elias
1883,1883,2022,2,28,0.0,26.8,12.4,25.4,19.6,Debre Elias
1884,1884,2022,3,1,0.0,26.9,12.4,25.5,19.65,Debre Elias
1885,1885,2022,3,2,0.0,25.5,11.9,24.4,18.7,Debre Elias
1886,1886,2022,3,3,0.0,26.3,12.1,25.2,19.2,Debre Elias
1887,1887,2022,3,4,0.0,27.9,14.1,24.6,21.0,Debre Elias
1888,1888,2022,3,5,9.2,23.8,12.3,20.8,18.05,Debre Elias
1889,1889,2022,3,6,5.6,23.4,12.0,20.7,17.7,Debre Elias
1890,1890,2022,3,7,13.3,23.2,12.1,20.2,17.65,Debre Elias
1891,1891,2022,3,8,0.0,26.5,11.3,26.3,18.9,Debre Elias
1892,1892,2022,3,9,3.4,24.7,12.7,22.0,18.7,Debre Elias
1893,1893,2022,3,10,2.4,23.6,12.5,20.2,18.05,Debre Elias
1894,1894,2022,3,11,0.1,26.6,11.2,26.4,18.9,Debre Elias
1895,1895,2022,3,12,3.3,25.4,12.6,23.1,19.0,Debre Elias
1896,1896,2022,3,13,0.3,25.0,12.9,22.1,18.95,Debre Elias
1897,1897,2022,3,14,2.1,25.8,12.9,23.3,19.35,Debre Elias
1898,1898,2022,3,15,6.3,23.9,12.8,20.2,18.35,Debre Elias
1899,1899,2022,3,16,6.2,24.6,12.6,21.8,18.6,Debre Elias
1900,1900,2022,3,17,0.0,25.6,11.7,24.7,18.65,Debre Elias
1901,1901,2022,3,18,0.0,26.5,11.4,26.1,18.95,Debre Elias
1902,1902,2022,3,19,0.0,24.4,10.9,24.3,17.65,Debre Elias
1903,1903,2022,3,20,0.0,25.8,9.6,27.1,17.7,Debre Elias
1904,1904,2022,3,21,0.0,25.9,8.5,27.9,17.2,Debre Elias
1905,1905,2022,3,22,0.0,26.6,8.6,28.2,17.6,Debre Elias
1906,1906,2022,3,23,0.0,26.5,10.8,26.7,18.65,Debre Elias
1907,1907,2022,3,24,0.0,27.9,14.0,24.7,20.95,Debre Elias
1908,1908,2022,3,25,0.0,28.7,14.9,24.6,21.8,Debre Elias
1909,1909,2022,3,26,0.5,25.4,13.2,22.2,19.299999999999997,Debre Elias
1910,1910,2022,3,27,0.0,27.3,12.3,25.9,19.8,Debre Elias
1911,1911,2022,3,28,0.0,28.0,11.0,27.5,19.5,Debre Elias
1912,1912,2022,3,29,0.0,27.6,12.1,26.4,19.85,Debre Elias
1913,1913,2022,3,30,0.0,27.5,14.1,24.0,20.8,Debre Elias
1914,1914,2022,3,31,0.0,29.3,13.7,26.4,21.5,Debre Elias
1915,1915,2022,4,1,0.0,31.0,12.4,28.3,21.7,Debre Elias
1916,1916,2022,4,2,0.0,30.6,14.7,26.6,22.65,Debre Elias
1917,1917,2022,4,3,0.1,28.1,14.8,23.7,21.450000000000003,Debre Elias
1918,1918,2022,4,4,0.4,27.8,14.7,23.5,21.25,Debre Elias
1919,1919,2022,4,5,0.0,26.3,13.7,22.6,20.0,Debre Elias
1920,1920,2022,4,6,0.0,26.0,13.1,23.0,19.55,Debre Elias
1921,1921,2022,4,7,0.0,29.1,12.2,27.3,20.65,Debre Elias
1922,1922,2022,4,8,0.0,29.7,11.2,28.1,20.45,Debre Elias
1923,1923,2022,4,9,0.0,29.9,11.3,28.0,20.6,Debre Elias
1924,1924,2022,4,10,0.0,30.1,12.5,27.6,21.3,Debre Elias
1925,1925,2022,4,11,0.0,30.7,14.2,26.9,22.45,Debre Elias
1926,1926,2022,4,12,0.0,27.9,13.6,24.8,20.75,Debre Elias
1927,1927,2022,4,13,0.6,25.2,13.3,21.4,19.25,Debre Elias
1928,1928,2022,4,14,0.0,28.8,13.2,26.1,21.0,Debre Elias
1929,1929,2022,4,15,0.0,32.2,17.5,25.2,24.85,Debre Elias
1930,1930,2022,4,16,0.0,27.1,13.7,23.5,20.4,Debre Elias
1931,1931,2022,4,17,0.4,26.2,13.7,22.3,19.95,Debre Elias
1932,1932,2022,4,18,0.0,27.9,14.7,23.3,21.299999999999997,Debre Elias
1933,1933,2022,4,19,0.0,31.7,16.2,25.9,23.95,Debre Elias
1934,1934,2022,4,20,0.3,28.4,15.2,23.1,21.799999999999997,Debre Elias
1935,1935,2022,4,21,0.1,28.2,15.7,22.2,21.95,Debre Elias
1936,1936,2022,4,22,1.8,25.6,13.9,20.8,19.75,Debre Elias
1937,1937,2022,4,23,1.7,25.0,14.2,19.3,19.6,Debre Elias
1938,1938,2022,4,24,1.7,25.5,13.7,20.9,19.6,Debre Elias
1939,1939,2022,4,25,0.9,25.7,13.4,21.8,19.55,Debre Elias
1940,1940,2022,4,26,1.5,25.6,14.3,20.1,19.950000000000003,Debre Elias
1941,1941,2022,4,27,0.0,29.2,15.1,24.2,22.15,Debre Elias
1942,1942,2022,4,28,6.4,25.6,14.3,19.9,19.950000000000003,Debre Elias
1943,1943,2022,4,29,1.6,25.0,13.7,20.1,19.35,Debre Elias
1944,1944,2022,4,30,3.6,24.4,13.6,19.1,19.0,Debre Elias
1945,1945,2022,5,1,1.5,24.4,13.4,19.3,18.9,Debre Elias
1946,1946,2022,5,2,0.5,26.0,12.3,23.5,19.15,Debre Elias
1947,1947,2022,5,3,0.0,26.8,14.8,21.1,20.8,Debre Elias
1948,1948,2022,5,4,0.1,26.4,14.3,21.2,20.35,Debre Elias
1949,1949,2022,5,5,4.2,21.7,15.0,9.8,18.35,Debre Elias
1950,1950,2022,5,6,0.9,23.8,13.2,18.7,18.5,Debre Elias
1951,1951,2022,5,7,0.2,27.0,13.0,23.7,20.0,Debre Elias
1952,1952,2022,5,8,0.5,25.7,12.6,22.7,19.15,Debre Elias
1953,1953,2022,5,9,0.4,27.0,14.1,22.2,20.55,Debre Elias
1954,1954,2022,5,10,7.5,23.9,13.4,18.3,18.65,Debre Elias
1955,1955,2022,5,11,2.4,25.5,12.5,22.4,19.0,Debre Elias
1956,1956,2022,5,12,0.4,24.0,11.6,21.6,17.8,Debre Elias
1957,1957,2022,5,13,0.2,22.9,11.1,20.6,17.0,Debre Elias
1958,1958,2022,5,14,0.0,25.6,10.4,24.7,18.0,Debre Elias
1959,1959,2022,5,15,0.0,27.3,10.2,25.9,18.75,Debre Elias
1960,1960,2022,5,16,0.0,27.6,9.1,26.4,18.35,Debre Elias
1961,1961,2022,5,17,0.0,26.9,11.1,25.0,19.0,Debre Elias
1962,1962,2022,5,18,0.0,27.1,10.7,25.4,18.9,Debre Elias
1963,1963,2022,5,19,0.0,27.8,8.5,26.5,18.15,Debre Elias
1964,1964,2022,5,20,0.0,28.6,9.0,26.6,18.8,Debre Elias
1965,1965,2022,5,21,0.0,29.1,9.6,26.5,19.35,Debre Elias
1966,1966,2022,5,22,0.0,26.8,10.4,25.2,18.6,Debre Elias
1967,1967,2022,5,23,0.0,25.8,11.5,23.5,18.65,Debre Elias
1968,1968,2022,5,24,0.1,24.8,12.0,21.8,18.4,Debre Elias
1969,1969,2022,5,25,1.8,24.8,12.9,20.5,18.85,Debre Elias
1970,1970,2022,5,26,4.7,23.3,12.9,17.9,18.1,Debre Elias
1971,1971,2022,5,27,0.6,23.6,12.3,19.5,17.950000000000003,Debre Elias
1972,1972,2022,5,28,0.0,23.7,11.3,21.2,17.5,Debre Elias
1973,1973,2022,5,29,0.4,23.9,12.1,20.3,18.0,Debre Elias
1974,1974,2022,5,30,3.3,22.9,12.7,17.4,17.799999999999997,Debre Elias
1975,1975,2022,5,31,0.7,22.9,12.3,18.2,17.6,Debre Elias
1976,1976,2022,6,1,0.0,24.5,11.0,22.5,17.75,Debre Elias
1977,1977,2022,6,2,0.0,25.6,11.3,23.3,18.450000000000003,Debre Elias
1978,1978,2022,6,3,0.3,25.6,12.7,21.7,19.15,Debre Elias
1979,1979,2022,6,4,0.8,23.1,12.7,17.9,17.9,Debre Elias
1980,1980,2022,6,5,16.1,20.5,13.0,11.7,16.75,Debre Elias
1981,1981,2022,6,6,4.0,22.5,11.4,19.1,16.95,Debre Elias
1982,1982,2022,6,7,4.3,21.8,12.7,15.1,17.25,Debre Elias
1983,1983,2022,6,8,1.1,21.7,11.6,17.2,16.65,Debre Elias
1984,1984,2022,6,9,9.8,20.3,13.2,10.6,16.75,Debre Elias
1985,1985,2022,6,10,5.0,22.3,11.6,18.3,16.95,Debre Elias
1986,1986,2022,6,11,20.3,21.1,12.9,13.4,17.0,Debre Elias
1987,1987,2022,6,12,10.3,21.7,11.4,17.7,16.55,Debre Elias
1988,1988,2022,6,13,5.2,22.6,10.6,20.4,16.6,Debre Elias
1989,1989,2022,6,14,23.3,20.3,12.2,13.0,16.25,Debre Elias
1990,1990,2022,6,15,2.2,21.8,11.0,18.6,16.4,Debre Elias
1991,1991,2022,6,16,0.3,24.4,10.5,22.8,17.45,Debre Elias
1992,1992,2022,6,17,6.7,22.8,12.4,17.6,17.6,Debre Elias
1993,1993,2022,6,18,2.5,21.8,12.4,15.8,17.1,Debre Elias
1994,1994,2022,6,19,5.7,21.7,12.1,16.1,16.9,Debre Elias
1995,1995,2022,6,20,3.3,20.0,12.1,12.4,16.05,Debre Elias
1996,1996,2022,6,21,45.1,19.3,11.1,13.2,15.2,Debre Elias
1997,1997,2022,6,22,14.4,19.1,11.6,11.7,15.350000000000001,Debre Elias
1998,1998,2022,6,23,0.3,21.6,10.2,19.5,15.9,Debre Elias
1999,1999,2022,6,24,0.1,22.0,10.9,18.9,16.45,Debre Elias
2000,2000,2022,6,25,4.4,21.5,10.7,18.4,16.1,Debre Elias
2001,2001,2022,6,26,79.0,20.4,11.9,13.9,16.15,Debre Elias
2002,2002,2022,6,27,56.1,19.8,12.6,10.9,16.2,Debre Elias
2003,2003,2022,6,28,17.9,20.2,12.0,13.2,16.1,Debre Elias
2004,2004,2022,6,29,4.0,19.6,11.3,13.4,15.450000000000001,Debre Elias
2005,2005,2022,6,30,9.0,19.5,11.5,12.8,15.5,Debre Elias
2006,2006,2022,7,1,7.7,19.7,11.5,13.1,15.6,Debre Elias
2007,2007,2022,7,2,18.2,18.1,12.2,8.0,15.15,Debre Elias
2008,2008,2022,7,3,0.4,18.4,11.3,10.6,14.85,Debre Elias
2009,2009,2022,7,4,0.2,21.1,9.8,19.3,15.450000000000001,Debre Elias
2010,2010,2022,7,5,29.4,21.1,11.4,16.4,16.25,Debre Elias
2011,2011,2022,7,6,72.9,18.4,11.7,9.6,15.049999999999999,Debre Elias
2012,2012,2022,7,7,1.8,18.8,11.3,11.5,15.05,Debre Elias
2013,2013,2022,7,8,0.0,20.8,10.9,16.7,15.850000000000001,Debre Elias
2014,2014,2022,7,9,6.6,17.9,11.5,9.2,14.7,Debre Elias
2015,2015,2022,7,10,0.2,20.4,9.9,17.8,15.149999999999999,Debre Elias
2016,2016,2022,7,11,0.4,19.4,10.9,13.9,15.149999999999999,Debre Elias
2017,2017,2022,7,12,0.4,19.5,10.6,14.8,15.05,Debre Elias
2018,2018,2022,7,13,1.7,19.9,11.3,14.1,15.6,Debre Elias
2019,2019,2022,7,14,0.9,20.7,11.3,15.7,16.0,Debre Elias
2020,2020,2022,7,15,4.0,19.0,11.5,11.6,15.25,Debre Elias
2021,2021,2022,7,16,6.7,17.7,12.0,7.3,14.85,Debre Elias
2022,2022,2022,7,17,0.1,16.1,12.3,3.7,14.200000000000001,Debre Elias
2023,2023,2022,7,18,6.6,18.9,10.8,13.1,14.85,Debre Elias
2024,2024,2022,7,19,7.2,17.2,11.2,8.0,14.2,Debre Elias
2025,2025,2022,7,20,0.0,19.1,9.8,15.6,14.450000000000001,Debre Elias
2026,2026,2022,7,21,1.8,19.2,11.5,12.1,15.35,Debre Elias
2027,2027,2022,7,22,1.6,18.4,11.9,9.4,15.149999999999999,Debre Elias
2028,2028,2022,7,23,31.0,18.9,11.0,12.7,14.95,Debre Elias
2029,2029,2022,7,24,2.1,19.9,10.5,15.8,15.2,Debre Elias
2030,2030,2022,7,25,0.0,18.3,11.3,10.4,14.8,Debre Elias
2031,2031,2022,7,26,0.0,19.9,10.5,16.0,15.2,Debre Elias
2032,2032,2022,7,27,0.0,17.8,10.7,10.9,14.25,Debre Elias
2033,2033,2022,7,28,0.1,17.5,10.0,11.7,13.75,Debre Elias
2034,2034,2022,7,29,0.0,21.4,8.1,22.5,14.75,Debre Elias
2035,2035,2022,7,30,3.8,20.5,11.4,15.4,15.95,Debre Elias
2036,2036,2022,7,31,37.2,17.9,10.7,10.9,14.299999999999999,Debre Elias
2037,2037,2022,8,1,13.9,16.2,10.6,7.2,13.399999999999999,Debre Elias
2038,2038,2022,8,2,0.0,19.5,9.4,17.3,14.45,Debre Elias
2039,2039,2022,8,3,0.0,20.5,10.7,16.9,15.6,Debre Elias
2040,2040,2022,8,4,4.2,19.6,11.6,12.8,15.600000000000001,Debre Elias
2041,2041,2022,8,5,17.9,19.7,11.4,13.5,15.55,Debre Elias
2042,2042,2022,8,6,70.4,16.8,12.7,4.2,14.75,Debre Elias
2043,2043,2022,8,7,52.5,16.6,12.0,5.1,14.3,Debre Elias
2044,2044,2022,8,8,0.0,17.5,11.1,9.2,14.3,Debre Elias
2045,2045,2022,8,9,0.5,16.6,12.0,5.2,14.3,Debre Elias
2046,2046,2022,8,10,6.0,15.2,11.4,3.6,13.3,Debre Elias
2047,2047,2022,8,11,3.7,17.7,11.7,8.2,14.7,Debre Elias
2048,2048,2022,8,12,0.4,15.1,10.5,5.0,12.8,Debre Elias
2049,2049,2022,8,13,0.0,20.2,9.3,19.1,14.75,Debre Elias
2050,2050,2022,8,14,13.2,19.9,11.4,14.2,15.649999999999999,Debre Elias
2051,2051,2022,8,15,16.2,17.9,11.0,10.5,14.45,Debre Elias
2052,2052,2022,8,16,0.0,20.0,9.7,18.1,14.85,Debre Elias
2053,2053,2022,8,17,0.0,21.5,9.5,21.0,15.5,Debre Elias
2054,2054,2022,8,18,0.2,21.7,11.1,18.5,16.4,Debre Elias
2055,2055,2022,8,19,2.9,19.6,11.0,14.5,15.3,Debre Elias
2056,2056,2022,8,20,24.0,20.6,10.7,17.4,15.65,Debre Elias
2057,2057,2022,8,21,7.0,19.4,12.0,11.6,15.7,Debre Elias
2058,2058,2022,8,22,0.9,21.3,10.5,19.1,15.9,Debre Elias
2059,2059,2022,8,23,8.9,19.6,12.5,10.9,16.05,Debre Elias
2060,2060,2022,8,24,2.5,20.4,11.9,14.3,16.15,Debre Elias
2061,2061,2022,8,25,27.3,19.2,12.1,10.8,15.649999999999999,Debre Elias
2062,2062,2022,8,26,30.2,19.5,11.9,12.2,15.7,Debre Elias
2063,2063,2022,8,27,15.6,20.8,11.5,16.1,16.15,Debre Elias
2064,2064,2022,8,28,2.9,20.6,11.9,14.7,16.25,Debre Elias
2065,2065,2022,8,29,49.8,17.7,11.8,8.0,14.75,Debre Elias
2066,2066,2022,8,30,3.3,18.4,11.0,11.7,14.7,Debre Elias
2067,2067,2022,8,31,4.6,18.5,11.0,11.9,14.75,Debre Elias
2068,2068,2022,9,1,0.1,20.6,11.0,16.7,15.8,Debre Elias
2069,2069,2022,9,2,6.9,21.2,11.4,17.0,16.3,Debre Elias
2070,2070,2022,9,3,0.0,21.8,11.4,18.5,16.6,Debre Elias
2071,2071,2022,9,4,0.4,22.8,11.5,20.2,17.15,Debre Elias
2072,2072,2022,9,5,12.7,20.2,12.1,13.3,16.15,Debre Elias
2073,2073,2022,9,6,31.8,19.7,11.4,13.9,15.55,Debre Elias
2074,2074,2022,9,7,4.2,20.2,11.2,15.5,15.7,Debre Elias
2075,2075,2022,9,8,1.1,20.9,10.9,17.6,15.899999999999999,Debre Elias
2076,2076,2022,9,9,0.0,21.0,10.7,18.1,15.85,Debre Elias
2077,2077,2022,9,10,11.5,21.4,11.3,18.0,16.35,Debre Elias
2078,2078,2022,9,11,0.8,21.5,11.1,18.5,16.3,Debre Elias
2079,2079,2022,9,12,0.0,21.9,10.9,19.7,16.4,Debre Elias
2080,2080,2022,9,13,0.0,22.4,11.0,20.6,16.7,Debre Elias
2081,2081,2022,9,14,0.8,21.7,10.8,19.6,16.25,Debre Elias
2082,2082,2022,9,15,0.2,20.1,11.0,15.8,15.55,Debre Elias
2083,2083,2022,9,16,0.5,20.9,10.4,18.8,15.649999999999999,Debre Elias
2084,2084,2022,9,17,10.2,20.4,11.3,15.9,15.85,Debre Elias
2085,2085,2022,9,18,6.5,20.7,11.0,17.0,15.85,Debre Elias
2086,2086,2022,9,19,0.0,21.8,10.9,19.7,16.35,Debre Elias
2087,2087,2022,9,20,0.0,21.9,10.0,21.5,15.95,Debre Elias
2088,2088,2022,9,21,0.2,22.4,10.8,21.0,16.6,Debre Elias
2089,2089,2022,9,22,0.7,21.3,10.7,18.9,16.0,Debre Elias
2090,2090,2022,9,23,1.4,21.8,11.1,19.3,16.45,Debre Elias
2091,2091,2022,9,24,0.4,21.5,11.0,18.8,16.25,Debre Elias
2092,2092,2022,9,25,8.6,22.2,11.1,20.1,16.65,Debre Elias
2093,2093,2022,9,26,11.1,20.9,11.2,17.0,16.049999999999997,Debre Elias
2094,2094,2022,9,27,73.9,18.8,11.1,12.4,14.95,Debre Elias
2095,2095,2022,9,28,12.6,16.9,10.0,10.5,13.45,Debre Elias
2096,2096,2022,9,29,9.8,20.3,10.6,17.1,15.45,Debre Elias
2097,2097,2022,9,30,36.1,18.5,10.5,13.3,14.5,Debre Elias
2098,2098,2022,10,1,0.1,21.0,10.0,20.0,15.5,Debre Elias
2099,2099,2022,10,2,0.3,21.2,10.5,19.3,15.85,Debre Elias
2100,2100,2022,10,3,0.1,21.6,10.6,19.9,16.1,Debre Elias
2101,2101,2022,10,4,0.0,21.3,10.8,18.8,16.05,Debre Elias
2102,2102,2022,10,5,0.0,22.2,10.2,21.7,16.2,Debre Elias
2103,2103,2022,10,6,0.0,22.3,10.1,22.1,16.2,Debre Elias
2104,2104,2022,10,7,0.5,23.2,11.4,21.3,17.3,Debre Elias
2105,2105,2022,10,8,2.2,22.4,11.4,19.8,16.9,Debre Elias
2106,2106,2022,10,9,1.4,21.2,11.0,18.2,16.1,Debre Elias
2107,2107,2022,10,10,1.8,21.5,11.2,18.3,16.35,Debre Elias
2108,2108,2022,10,11,9.9,20.7,11.4,16.4,16.05,Debre Elias
2109,2109,2022,10,12,7.1,19.9,11.5,14.0,15.7,Debre Elias
2110,2110,2022,10,13,21.1,19.2,11.3,12.9,15.25,Debre Elias
2111,2111,2022,10,14,11.2,20.3,11.1,15.9,15.7,Debre Elias
2112,2112,2022,10,15,0.7,21.1,11.1,17.8,16.1,Debre Elias
2113,2113,2022,10,16,0.0,21.9,9.8,21.9,15.85,Debre Elias
2114,2114,2022,10,17,0.0,22.5,8.7,24.2,15.6,Debre Elias
2115,2115,2022,10,18,0.0,23.1,9.9,23.6,16.5,Debre Elias
2116,2116,2022,10,19,0.0,22.7,10.4,22.2,16.55,Debre Elias
2117,2117,2022,10,20,0.1,22.1,10.1,21.7,16.1,Debre Elias
2118,2118,2022,10,21,0.0,21.6,9.4,21.8,15.5,Debre Elias
2119,2119,2022,10,22,0.0,21.6,8.5,23.3,15.05,Debre Elias
2120,2120,2022,10,23,0.0,22.3,7.5,25.5,14.9,Debre Elias
2121,2121,2022,10,24,0.0,21.9,8.2,24.1,15.049999999999999,Debre Elias
2122,2122,2022,10,25,0.0,22.0,10.1,21.5,16.05,Debre Elias
2123,2123,2022,10,26,0.0,22.8,9.8,23.1,16.3,Debre Elias
2124,2124,2022,10,27,0.0,22.4,9.4,23.1,15.899999999999999,Debre Elias
2125,2125,2022,10,28,0.0,23.1,8.9,24.6,16.0,Debre Elias
2126,2126,2022,10,29,0.7,22.2,10.1,21.7,16.15,Debre Elias
2127,2127,2022,10,30,0.0,21.8,10.1,21.0,15.95,Debre Elias
2128,2128,2022,10,31,0.0,23.2,9.9,23.5,16.55,Debre Elias
2129,2129,2022,11,1,0.0,23.5,8.1,25.9,15.8,Debre Elias
2130,2130,2022,11,2,0.0,23.4,7.2,26.5,15.299999999999999,Debre Elias
2131,2131,2022,11,3,0.0,23.1,6.9,26.5,15.0,Debre Elias
2132,2132,2022,11,4,0.0,23.7,6.5,27.2,15.1,Debre Elias
2133,2133,2022,11,5,0.0,24.0,8.0,26.4,16.0,Debre Elias
2134,2134,2022,11,6,0.0,24.1,7.6,26.7,15.850000000000001,Debre Elias
2135,2135,2022,11,7,0.0,24.3,6.8,27.3,15.55,Debre Elias
2136,2136,2022,11,8,0.0,24.5,7.1,27.2,15.8,Debre Elias
2137,2137,2022,11,9,0.0,24.0,6.3,27.3,15.15,Debre Elias
2138,2138,2022,11,10,0.0,24.0,6.6,27.1,15.3,Debre Elias
2139,2139,2022,11,11,0.0,23.5,6.6,26.8,15.05,Debre Elias
2140,2140,2022,11,12,0.0,23.2,7.2,26.2,15.2,Debre Elias
2141,2141,2022,11,13,0.0,23.3,6.1,26.9,14.7,Debre Elias
